"id","company","street","housenum","postalcode","city","country","notes"
3820,"","","","","","",""
3821,"","","","","","",""
3822,"","","","","","",""
3823,Lipton UK,"","","","",NL,"LOUISE WILTSHIRE
Executive Assistant to the Chief of Research, Development and Innovation

Mobile: +44 7919217029
louise.wiltshire@lipton.com

"
3824,"","","","","","",""
3825,"","","","","","",""
3826,"","","","","","",""
3827,"","","","","","",""
3828,Hilton St. Petersburg Carillon Park,"950 Lake Carillon Drive","950",FL 33716 ,Saint Petersburg ,US,""
3829,"","","","","","",""
3830,"","","","","","",""
3831,"","","","","","",""
3832,"","","","","","",""
3833,"","","","","","",""
3834,Residence Inn by Marriott Naples, Tamiami Trail North ,"4075","34103",Naples,US,""
3835,"","","","","","",""
3836,ibis Styles Liege Guillemins,Rue Des Guillemins,"135","4000",Liege,BE,""
3837,"","","","","","",""
3838,"","","","","","",""
3839,"","","","","","",""
3840,"","","","","","",""
3841,Rederij Belle,Naarderstraat,"5-7","1398XR",Muiden,NL,"<html>
<head>
	<title></title>
</head>
<body><strong><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060"">Telefoonnummers van de schepen. </span></span></span></span></span></strong><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:9.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#002060""><strong>SALONBOTEN</strong><br />
Adeline&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 15 03 25 97&nbsp;&nbsp;<br />
Belle van Zuylen &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 30 86 84 16&nbsp;&nbsp;&nbsp;<br />
Dame van Amstel &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 23 86 11 76<br />
Emma&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 06- 11 71 96 07&nbsp;&nbsp;&nbsp; </span></span></span></span></span><br />
&nbsp;</body>
</html>
"
3842,"Hampton Inn Washington, DC/White House",H Street N.W.,"1729","20006",Washington DC,US,""
3843,ibis budget Luxembourg Aéroport,"Route de Trèves, Findel","",L 2632,Luxemburg,LU,""
3844,"","","","","","",""
3845,"","","","","","",""
3846,"","","","","","",""
3847,Courtyard New York Manhattan/Central Park,Broadway,"1717","10019",New York,US,""
3848,"","","","","","",""
3849,"","","","","","",""
3850,Mondrian Singapore Duxton,Duxton Hill ,"16A","089970",Singapore,SG,""
3851,"","","","","","",""
3852,"","","","","","",""
3853,Hotel Siru,Rue des Croisades ,"2","1210",Brussel,BE,""
3854,"","","","","","",""
3855,"","","","","","",""
3856,"","","","","","",""
3857,Scandic Frankfurt Hafenpark,Eytelweinstraße,"1","60314",Frankfurt,DE,""
3858,"","","","","","",""
3859,"Radisson Collection Royal Hotel, Copenhagen",Hammerichsgade,"1","1611",Copenhagen,DK,""
3860,"","","","","","",""
3861,"","","","","","",""
3862,O11 Boutique Hotel Vienna,Opernring,"11","1010",Wenen,AT,""
3863,"","","","","","",""
3864,"","","","","","",""
3865,"","","","","","",""
3866,"","","","","","",""
3867,The Unbound Amsterdam,Tom Schreursweg,"40","1067 MC",Amsterdam,NL,Chef M&E
3868,"","","","","","",""
3869,Hotel de Hallen,Bellamyplein,"47","1053AT",Amsterdam,NL,""
3870,Hilton Cologne,Marzellenstrasse ,"13 - 17","50668",Cologne,DE,Reservations Supervisor
3871,"","","","","","",""
3872,"","","","","","",""
3873,The Beaufort Knightsbridge,"Beaufort Gardens, Knightsbridge","33",SW3 1PP,London,GB,"10% commissie, commissie factuur sturen"
3874,Hilton frankfurt City Centre,Hochstraße ,"4","60313 ",Frankfurt,DE,""
3875,Hotel Le 12,Rue de Vienne,"12","75008",Paris,FR,""
3876,"","","","","","",""
3877,"The Tower Hotel, London",St Katharine’s Way,"",E1W 1LD,London,GB,""
3878,Hôtel Raphael,Avenue Kléber,"17","75116 ",Paris,FR,""
3879,"","","","","","",""
3880,"","","","","","",""
3881,"","","","","","",""
3882,"","","","","","",""
3883,Hyatt Regency Hesperia Madrid,Paseo de la Castellana,"57","28046",Madrid,ES,""
3884,Victoria Palace Hotel,Rue Blaise Desgoffe,"6","75006",Paris,FR,""
3885,Hilton Leeds City,Neville Street,"",LS1 4BX,Leeds,GB,""
3886,Luxor Hotel & Casino,S. Las Vegas Blvd,"3900",NV 89119,Las Vegas,US,""
3887,London Marriott Hotel Marble Arch,George Street,"134",W1H 5DN,London,GB,""
3888,"","","","","","",""
3889,"","","","","","",""
3890,"","","","","","",""
3891,"","","","","","",""
3892,nhow Frankfurt	,Brüsseler Strasse ,"1-3","60327",Frankfurt,DE,""
3893,"","","","","","",""
3894,InterContinental Marine Drive-Mumbai ,Marine Drive,"135","400020",Mumbai,IN,""
3895,"","","","","","",""
3896,Hôtel Steigenberger Frankfurter Hof,Am Kaiserplatz,"",D-60311 ,Frankfurt-am-Main,DE,""
3897,Ruby Luna Hotel Dusseldorf,Kasernenstr.,"39","",Dusseldorf ,DE,""
3898,"","","","","","",""
3899,"","","","","","",""
3900,Hyatt Place Des Moines/Downtown,"6th Avenue","418","",Des Moines IA,US,""
3901,"","","","","","",""
3902,Barcelo Hotel Group,Jose Rover Motta,"27","07006",Palma de Mallorca,ES,"Sales Manager MICE FRANCE, BENELUX & SWITZERLAND
Global Team EMEA"
3903,H10 Hotels,"","","","",ES,""
3904,"","","","","","",""
3905,Hotel Halbert,Oude Boteringestraat ,"43","9712 GD ",Groningen,NL,""
3906,"","","","","",NL,Head of Investment Strategy AAM
3907,"","","","","","",""
3908,"","","","","","",""
3909,"","","","","","",""
3910,"","","","","","",""
3911,Hilton Garden Inn Chicago Central Loop,S. Franklin St.,"245","60606 ",Chicago IL ,US,""
3912,"","","","","","",""
3913,Best Western Hotel am Spittelmarkt ,Neue Grünstraße,"28","10179",Berlijn,DE,""
3914,Gran Vía Madrid,Gran Vía,"7-9","28013",Madrid,ES,""
3915,"","","","","","",""
3916,Hôtel Le Lavoisier,rue Lavoisier,"21","75008",Parijs,FR,"<html>
<head>
	<title></title>
</head>
<body>NIET BOEKEN KAN NIET OP REKENING, cc OF PAYMENT LINK. ALLEEN BETALEN IN HET HOTEL</body>
</html>
"
3917,"","","","","","",""
3918,"","","","","","",""
3919,The Westin Chicago River North,North Dearborn Street ,"320","60654",Chicago,US,""
3920,"","","","","",NL,"Executive Assistant to Trudy Stassen, Global General Counsel
Global Legal and Regulatory"
3921,"","","","","","",""
3922,Hotel Indigo Edinburgh - Princes Street,Princes Street,"20",EH2 2AN ,Edinburgh,GB,""
3923,"","","","","","",""
3924,Spread Eagle Wandsworth,Wandsworth High Street,"71",SW18 2PT,Wandsworth,GB,""
3925,"","","","","","",""
3926,"","","","","","",""
3927,"","","","","","",""
3928,"","","","","","",""
3929,"","","","","","",""
3930,Courtyard by Marriott Edinburgh,Baxter’s Place,"1-3",EH13AF,Edinburgh,GB,""
3931,Novotel Berlin Mitte,Fischerinsel,"12",D-10179,Berlin,DE,""
3932,H10 Puerta de Alcalá,C. de Alcalá,"66","28009",Madrid,ES,""
3933,Royal Palms Hotel,Rosemont Avenue,"24","",Bermuda,US,""
3934,"","","","","","",""
3935,"","","","","","",""
3936,The Barbican Rooms by Montcalm,Chiswell St,"46",EC1Y 4SB,London,GB,""
3937,"","","","","","",""
3938,"","","","","","",""
3939,"The Westminster London, Curio Collection by Hilton",John Islip Street,"30",SW1P 4DD ,"",NL,""
3940,hub by Premier Inn Edinburgh Royal Mile hotel,East Market Street,"37",EH8 8FR,Edinburgh,GB,""
3941,Park Hyatt Washington D.C.,"24th Street, NW","1201",DC 20037,Washington,US,""
3942,"","","","","","",""
3943,"","","","","","",""
3944,"","","","","","",""
3945,"","","","","","",""
3946,Radisson Hotel Cedar Rapids,Collins Rd NE,"1200","52402",Cedar rapids,US,""
3947,"","","","","",NL,"Premium Claims Particulier
TELEFOON: 070 344 57 20 (OPTIE 2)"
3948,"","","","","","",""
3949,DoubleTree by Hilton Hannover Schweizerhof,Hinueberstrasse ,"6","30175",Hannover,DE,""
3950,"","","","","","",""
3951,"","","","","","",""
3952,Corinthia London,Whitehall Place,"",SW1A 2BD,London,GB,""
3953,"","","","","","",""
3954,"","","","","","",""
3955,Lucca in Villa San Donato ,Via Silvio Pieri ,"22","55100",Lucca,IT,""
3956,The Ritz-Carlton Philadelphia,Avenue of the Arts,"10","19102",Philadelphia,US,""
3957,The Hay-Adams,"16th Street","800","20006",Washington,US,""
3958,"","","","","","",""
3959,Motel One Barcelona-Ciutadella,Passeig de Pujades,"11-13","08018 ",Barcelona,ES,""
3960,Park Inn by Radisson Oslo,Øvre Slottsgate,"2C","0157",Oslo,NO,""
3961,Four Points by Sheraton Edinburgh,Haymarket Terra,"90",EH12 5LQ,Edinburgh,UK,""
3962,"","","","","","",""
3963,"","","","","","",""
3964,"","","","","","",""
3965,"","","","","","",""
3966,"","","","","","",""
3967,"","","","","","",""
3968,Hotel Mayfair,Rue Rouget de L'Isle,"3","75001",Paris,FR,""
3969,"","","","","","",""
3970,"","","","","","",""
3971,"","","","","","",""
3972,"","","","","","",""
3973,"","","","","","",""
3974,"","","","","","",""
3975,"","","","","","",""
3976,"","","","","","",""
3977,"","","","","","",""
3978,Hyatt Thompson Madrid,Plaza del Carmen,"","28013",Madrid,ES,""
3979,"","","","","","",""
3980,"","","","","","",""
3981,Hotel Aston la Scale,Avenue Félix Faure ,"12","06000",Nice,FR,""
3982,"","","","","","",""
3983,Home2 Suites by Hilton Cedar Rapids Westdale,Westdale Parkway SW,"4000","52404",Cedar Rapids,US,""
3984,"","","","","","",""
3985,"","","","","","",""
3986,"","","","","","",""
3987,"","","","","","",""
3988,"","","","","","",""
3989,Hotel in den Bonten Os,Rijmenamseweg, 214,"2820 ",Bonheiden,BE,""
3990,"","","","","","",""
3991,"","","","","","",""
3992,Renaissance Sao Paulo Hotel,Alameda Santos,"","2233",Sao Paulo,BR,""
3993,Thon Hotel Ålesund,Molovegen,"6","",Ålesund,NO,""
3994,"","","","","","",""
3995,"","","","","","",""
3996,"","","","","",NL,"Senior Investment Strategist
Fiduciary Services & Investment Solutions
"
3997,Leonardo Royal Hotel Amsterdam ,Paul van Vlissingenstraat,"24","1096BK",Amsterdam,NL,""
3998,"","","","","","",""
3999,"","","","","","",""
4000,"","","","","","",""
4001,"","","","","","",""
4002,"","","","","","",""
4003,"","","","","","",""
4004,"","","","","","",""
4005,"","","","","","",""
4006,"","","","","","",""
4007,"","","","","","",""
4008,The Alex Hotel,Fenian St.,"41-47",D02 H678,Dublin,IE,"<html>
<head>
	<title></title>
</head>
<body>Hotel emailen voor reseevering met commissie</body>
</html>
"
4009,Baur au Lac,Talstrasse,"1","8001",Zurich,CH,""
4010,Premier Inn Edinburgh City Centre Royal Mile Hotel,East Market Street,"33",EH8 8FR,Edinburgh,UK,""
4011,"","","","","","",""
4012,"","","","","","",""
4013,"","","","","","",""
4014,"","","","","","",""
4015,"","","","","","",""
4016,"","","","","","",""
4017,"","","","","","",""
4018,"","","","","","",""
4019,"","","","","","",""
4020,"","","","","","",""
4021,Olympic Hotel Amsterdam,IJsbaanpad,"12","1076CV",Amsterdam,NL,""
4022,NH Collection Berlin Mitte am Checkpoint Charlie,Leipziger Str. ,"106-111","10117",Berlin,DE,""
4023,"","","","","","",""
4024,"","","","","","",""
4025,Portobay Rio de Janeiro,Avenida Atlantica1500,"1500",CEP 22021-000,Copacabana,BR,""
4026,"","","","","","",""
4027,Parkroyal Collection Pickering,Upper Pickering Street,"3","058289",Singapore,SG,""
4028,The Pottinger Hong Kong,Queen’s Road Central,"74","","Central, Hong Kong",HK,""
4029,"Wilde Aparthotels, London, Aldgate Tower Bridge",Commercial Rd,"75",E1 1RD,London,NL,""
4030,"","","","","","",""
4031,"","","","","","",""
4032,"","","","","","",""
4033,"","","","","","",""
4034,Mercure Luxembourg Off kirchberg,Rue de Neudorf,"271","2221",Neudorf-Weimershof,LU,""
4035,Buswells Hotel,Molesworth Street ,"23-27",D02 CT80,Dublin,IE,"<html>
<head>
	<title></title>
</head>
<body>8% comm op kamers. IATA nr vermelden in mail</body>
</html>
"
4036,Hotel Nasco Milano,Corso Sempione,"69","20149",Milano,IT,""
4037,"","","","","","",""
4038,"","","","","","",""
4039,"","","","","","",""
4040,Saratoga Hotel,Passeig de Mallorca,"6","07012",Palma de Mallorca ,ES,""
4041,Travelodge Edinburgh Park,South Gyle Broadway,"53",EH12 9LR,Edinburgh,UK,""
4042,Suites & Hôtel Helzear Etoile,Rue Christophe Colomb ,"12","75008 ",Paris,FR,""
4043,"","","","","","",""
4044,"","","","","","",""
4045,Younique Concepts,Rozengracht,"133B","1016LV",Amsterdam,NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-size:12.0pt""><span style=""font-family:&quot;Arial&quot;,sans-serif"">De commissie afspraak is van toepassing op vooraf gekochte F&amp;B. Dit geldt ook voor drankarrangementen gebaseerd op vaste prijzen per uur die vooraf zijn afgesproken (geldig vanaf 20 personen). Voor groepen van minder dan 20 personen kunnen we ook arrangementen op maat samenstellen, denk hierbij aan een menu inclusief bijvoorbeeld 2 consumpties per persoon. In dat geval hanteren we ook de 10% commissie.<br />
Voor ter plekke bestelde F&amp;B geldt geen commissie.</span></span></body>
</html>
"
4046,Radisson Blu Hotel Hasselt,Torenplein,"8","3500 ",Hasselt,BE,""
4047,CTA-group,Nieuwe Gracht,"45a","2011ND",Haarlem,NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Btw: NL8103.54.871.B01</span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">KvK: 34164791</span></span><br />
&nbsp;</body>
</html>
"
4048,CTA-group,Nieuwe Gracht,"45a","2011ND",Haarlem,NL,OWNER
4049,"","","","","","",""
4050,"","","","","","",""
4051,"","","","","","",""
4052,Bastion Hotel Groningen,Bornholmstraat,"99","9723 AW ",Groningen,NL,""
4053,Homewood Suites by Hilton Cedar Rapids-North,Park Place NE,"1140",IA 52402 ,Cedar Rapids ,US,""
4054,"","","","","","",""
4055,"","","","","","",""
4056,Le Méridien New York Central Park,West 57th Street,"120","10019",New York,US,""
4057,"","","","","","",""
4058,Hotel Hesperia Presidente Barcelona,Av. Diagonal ,"570","08021",Barcelona,ES,""
4059,Only You Boutique Hotel Valencia,Plaça de Rodrigo Botet,"5","",Valencia,ES,""
4060,"","","","","","",""
4061,"","","","","","",""
4062,"","","","","","",""
4063,"","","","","","",""
4064,"","","","","",NL,""
4065,"","","","","","",""
4066,"","","","","","",""
4067,"","","","","","",""
4068,"","","","","","",""
4069,"","","","","","",""
4070,"","","","","","",""
4071,"","","","","","",""
4072,Hotel Felix Zürich,Zähringerstrasse,"25","8001",zurich,CH,"commissie in vorm friends korting, marge dus"
4073,"","","","","",NL,Assistant to Integrated Logistics Head of Global Business Management
4074,Kuehne + Nagel S.à r.l. ,Rue Edmond Reuter,"1","5326",Contern,LU,""
4075,"","","","","","",""
4076,Mercure Hotel Brussels Centre Midi,Boulevard Jamar,"25-29","1060",Brussel,BE,""
4077,DoubleTree by Hilton Lisbon – Fontana Park,Rua Engenheiro Vieira da Silva,"2","1050-105 ",Lisboa,PT,Reservations Supervisor
4078,"","","","","","",""
4079,Hilton London Tower Bridge,"More London Pl, Tooley St","5 ",SE1 2BY ,London,UK,""
4080,Van der Valk Lelystad ,Larserplein,"1","8226PB",Lelystad,NL,""
4081,"","","","","","",""
4082,"","","","","","",""
4083,"","","","","","",""
4084,JW Marriott Marquis Hotel Shanghai Pudong,Puming Road,"988","200122",Pudong New Area Shanghai,CN,""
4085,"","","","","","",""
4086,Premier Inn Edinburgh Airport,"Hallbarns Crescent, Newbridge","5",EH28 8TH,Edinburgh,UK,""
4087,Ibis Styles Arnhem Centrum,Willemsplein,"25","6811KB",Arnhem,NL,""
4088,"","","","","","",""
4089,"","","","","","",""
4090,Leonardo Hotel Vinkeveen Amsterdam,Groenlandse kade,"1","3645BA",Vinkeveen,NL,""
4091,"","","","","","",""
4092,"","","","","","",""
4093,"","","","","","",""
4094,"","","","","","",""
4095,"","","","","","",""
4096,"","","","","","",""
4097,"","","","","","",""
4098,Hotel du Vin Birmingham,Church Street,"25",B3 2NR,Birmingham,UK,""
4099,Ruby Lotti Hotel Hamburg,Düsternstraße,"1","20355",Hamburg,DE,""
4100,"Radisson Blu Hotel, Hamburg Airport",Flughafenstr.,"1-3","22335",Hamburg,DE,""
4101,NH Madrid Barajas Airport,Catamarán,"1","28042","Madrid, Barajas",ES,""
4102,"","","","","","",""
4103,Staycity Aparthotels London Greenwich High Road,Greenwich High Road,"65",SE10 8JL,London,UK,""
4104,"","","","","","",""
4105,"","","","","","",""
4106,De Thuislocaties - koetshuis sloten / Singel80,Singel,"80","1015AC",Amsterdam,NL,OWNER
4107,"","","","","","",""
4108,"","","","","","",""
4109,"","","","","","",""
4110,"","","","","","",""
4111,"","","","","","",""
4112,"","","","","","",""
4113,"","","","","","",""
4114,"","","","","","",""
4115,"","","","","","",""
4116,"","","","","","",""
4117,"","","","","","",""
4118,"","","","","","",""
4119,"","","","","","",""
4120,"","","","","","",""
4121,"","","","","","",""
4122,Quebecs Hotel,Quebec Street,"9",LS1 2HA,Leeds,UK,"Payment link, 10% commissie alleen via UK bank rekening!!"
4123,"","","","","","",""
4124,"","","","","","",""
4125,DronePort ,Lichtenberglaan,"1090","3800",Sint-Truiden,BE,""
4126,"","","","","","",Campus Coordination - Secretariaat
4127,NH Paris Champs-Elysées,Rue de Ponthieu,"24","75008",Parijs,FR,""
4128,"","","","","","",""
4129,Ibis Leuven Centrum,Brusselsestraat,"52","3000",Leuven,BE,""
4130,Apartments Antique Pamplona Tres Reyes,Dormitaleria,"18","31001",Pamplona,ES,""
4131,Hotel Barsey by Warwick,Avenue Louise,"381-383","1050",Brussels,BE,Res agent
4132,"","","","","","",""
4133,Holiday Inn Frankfurt - Alte Oper,Mainzer Landstraße,"27","60329",Frankfurt am Main,DE,""
4134,Hotel Tres Reyes Pamplona,Jardines de la Taconera s/n,"","31001",Pamplona,ES,""
4135,"","","","","","",""
4136,"","","","","","",""
4137,"","","","","","",""
4138,"","","","","","",""
4139,"","","","","","",""
4140,"","","","","","",""
4141,Novotel Munich Airport,Nordalleee,"29","85356 ",Munich,DE,""
4142,"","","","","","",""
4143,"","","","","","",Sales Executive 
4144,"","","","","","",""
4145,Van der Valk Hotel Wolvega - Heerenveen,Atalanta,"10","8472CA",Wolvega,NL,""
4146,Landgoed Ulvenhart,Heistraat,"16-18","4858RL",Ulvenhout AC,NL,""
4147,"Karel Hotel, Bar & Keuken",Buiten de Waterpoort,"2","4201CS",Gorinchem,NL,""
4148,"","","","","",NL,""
4149,"","","","","","",""
4150,"","","","","","",""
4151,"","","","","",NL,General Manager Operations
4152,"","","","","","",""
4153,"","","","","","",""
4154,"","","","","","",""
4155,"","","","","","",""
4156,"","","","","","",""
4157,NIET GEBRUIKEN Doubletree by Hilton Rotterdam Centre,Leuvehaven,"80","3011 EA ",Rotterdam,NL,"<html>
<head>
	<title></title>
</head>
<body>Former Inntel<br />
<br />
<span style=""font-family:Tenorite""><span style=""color:#212121"">Britte </span></span><br />
<b><span style=""font-family:Tenorite""><span style=""color:#404040"">Supervisor Reservations</span></span></b><br />
<b><span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#404040"">MaasHotel Rotterdam Centre &amp; Mainport Hotel </span></span></b><br />
<span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#aeabab"">E</span></span><span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#3a3838"">.</span></span>&nbsp; <span lang=""EN-GB"" style=""font-family:Tenorite""><a href=""mailto:marcel.bosman@hilton.com"">reservationsmainport@mainporthotel-rotterdam.com</a> &amp; <a href=""mailto:reservationsmaas@maashotel-rotterdam.com"">reservationsmaas@maashotel-rotterdam.com</a></span><br />
<span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#aeabab"">M</span></span><span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#3a3838"">. </span></span><span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#212121"">+31 (0) 10 217 5707 &amp; +31 (0) 10 217 5705</span></span><br />
<span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#aeabab"">W</span></span><span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#3a3838"">. </span></span><a href=""https://www.hilton.com/en/hotels/rtmccqq-mainport-hotel-rotterdam/""><span style=""font-family:Tenorite""><span style=""color:#262626"">MAINPORT HOTEL</span></span></a><span lang=""EN-GB"" style=""font-family:Tenorite""><span style=""color:#262626""> &amp; </span></span><a href=""https://www.hilton.com/en/hotels/rtmdtdi-maashotel-rotterdam-centre/""><span style=""font-family:Tenorite""><span style=""color:#262626"">MAASHOTEL</span></span></a><br />
&nbsp;</body>
</html>
"
4158,"","","","","","",""
4159,"","","","","","",""
4160,"","","","","",NL,a.s.r.
4161,Het Bosch - Waterfront Kitchen,Jollenpad,"10","1081KC",Amsterdam,NL,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-size:11.0pt""><span style=""font-family:&quot;Calibri&quot;,sans-serif"">met Danny afgesproken dat wij aanvragen op mail naar je doen en dat jij dan even met Danny checkt of er 10% commissie geboden kan worden over de netto eindfactuur of alleen over de zaalhuur van de groep. In principe gaf Danny aan dat van laatste week september tot juni er commissie gegeven kan worden over het eindbedrag van de groep.&nbsp;</span></span></body>
</html>
"
4162,Meetables,"","","","",NL,"8% commissie op netto zaalhuur. commissie factuur moet direct naar de locatie."
4163,Hotel Gran Miramar,Paseo de Reding,"22","29016",Málaga,ES,"10% comm mailen naar hotel"
4164,AC Barcelona Forum,Paseo Taulat,"278","08019",Barcelona,ES,""
4165,"","","","","","",""
4166,"","","","","","",""
4167,Falkenstein Grand Hotel,Debusweg,"6 - 18","61462",Koenigstein im Taunus,DE,""
4168,Residence Inn Munich Ostbahnhof,Grafinger Strasse,"5","81671",Munich,DE,""
4169,"","","","","","",""
4170,"","","","","","",""
4171,"","","","","","",""
4172,Leonardo Hotel Amsterdam Rembrandtpark,Staalmeesterslaan,"410","1057 PH",Amsterdam,NL,""
4173,"","","","","","",""
4174,"","","","","","",""
4175,"","","","","","",""
4176,Rosedon Hotel Bermuda,"Pitts Bay Road, Pembroke","61 ",HM 08,Bermuda,US,"<html>
<head>
	<title></title>
</head>
<body>Voor 2025: 10% commissie op de RACK rate, alleen bij boekingen gemaakt via&nbsp;<a href=""javascript:;"" onclick=""ibcd_show_contact_edit(767563);"" title=""reservations@rosedon.com Aangemaakt 24‑07‑2024, Gemaakt door Stijn"">reservations@rosedon.com</a>&nbsp;(!) Frontdesk kan niet commissionable boeken</body>
</html>
"
4177,"","","","","","",""
4178,"","","","","","",""
4179,"","","","","","",""
4180,"","","","","","",""
4181,"","","","","","",""
4182,"","","","","","",""
4183,"","","","","","",""
4184,"","","","","","",""
4185,"","","","","","",""
4186,"","","","","","",""
4187,"","","","","","",""
4188,"","","","","","",""
4189,"","","","","","",""
4190,"","","","","","",""
4191,"","","","","","",""
4192,Neo Magna Madrid,C/ Don Ramon de la Cruz,"94","28006",Madrid,ES,""
4193,"","","","","","",""
4194,"","","","","","",""
4195,"","","","","","",""
4196,"","","","","","",""
4197,"","","","","","",""
4198,"","","","","","",""
4199,"","","","","","",""
4200,"","","","","","",""
4201,"","","","","","",""
4202,"","","","","","",""
4203,"","","","","","",""
4204,"","","","","","",""
4205,London Marriott Hotel Canary Wharf,"Hertsmere Road, Canary Wharf","22",E14 4ED,London,GB,""
4206,"","","","","","",""
4207,"","","","","","",""
4208,"","","","","","",""
4209,"","","","","","",""
4210,The Oxford House Bermuda,Woodbourne Avenue,"20",HM08,Bermuda,US,""
4211,Hotel Bleecker,Bloemendaalseweg,"90","2061CN",Bloemendaal,NL,""
4212,"","","","","","",""
4213,Four Seasons Hotel San Francisco,Market Street,"757",CA 94103 ,San Francisco,US,""
4214,"","","","","","",""
4215,"","","","","","",""
4216,"","","","","","",""
4217,The Langham Chicago,North Wabash Avenue,"330",IL 60611,Chicago,US,""
4218,"","","","","","",""
4219,"","","","","","",""
4220,ibis Poitiers Sud,venue du 8 Mai 1945,"175","86000",Portiers,FR,""
4221,"","","","","","",""
4222,"","","","","","",""
4223,"","","","","","",""
4224,"","","","","","",""
4225,Hampton Inn by Hilton New York Times Square,"48th Street ","150 W ","10017",New York,US,""
4226,"","","","","","",""
4227,"","","","","","",""
4228,Clarion Hotel Mestari,Fredrikinkatu,"51-53","00100",Helsinki,"",""
4229,"","","","","","",""
4230,"","","","","","",""
4231,Kuehne + Nagel Logistics B.V. ,"","","","",NL,""
4232,Mercure Hotel Tilburg Centrum,Heuvel,"37","5038 CP",TilburgTilburg,NL,""
4233,"","","","","","",""
4234,"","","","","","",""
4235,"","","","","","",""
4236,Hilton Garden Inn Miami - Brickell ,Brickell Avenue,"2500","33129",Miami,US,""
4237,Hyatt Place New York City Times Square,West 39th Street,"350","10018",New Yourk,US,""
4238,ibis Genève Centre Lac,Rue De Berne,"26","1201",Geneve,CH,""
4239,"","","","","","",""
4240,Hotel Malcot,Leuvensesteenweg,"236","2800",Mechelen,BE,""
4241,"","","","","","",""
4242,"","","","","","",""
4243,"","","","","","",""
4244,"","","","","","",""
4245,"","","","","","",""
4246,"","","","","","",""
4247,St. Regis Bermuda Resort, Coot Pond Road ,"34",GE 03,St George's   	,US,"<html>
<head>
	<title></title>
</head>
<body><a href=""mailto:keni.maybury@stregis.com"">keni.maybury@stregis.com</a><br />
<br />
<span style=""line-height:120%""><span style=""text-autospace:none""><span lang=""EN-US"" style=""font-family:&quot;Georgia&quot;,serif""><span style=""color:black"">Keni Maybury</span></span></span></span><br />
<span style=""line-height:120%""><span style=""text-autospace:none""><i><span lang=""EN-US"" style=""font-family:&quot;Georgia&quot;,serif""><span style=""color:black"">Reservations Supervisor</span></span></i></span></span><br />
&nbsp;</body>
</html>
"
4248,"","","","","","",""
4249,"","","","","","",""
4250,The Roxy Hotel New York ,"6th Avenue","2","10013",New York,US,""
4251,"","","","","","",""
4252,"","","","","","",""
4253,Hotel Madrid Gran Via 25 Affiliated by Meliá,Calle Gran Vía,"25","28013",Madrid,ES,""
4254,"","","","","","",""
4255,"","","","","","",""
4256,"","","","","","",""
4257,"","","","","","",""
4258,Batty Langley's ,Folgate Street,"12-14",E1 6BX,London,GB,""
4259,"","","","","","",""
4260,Hotel zum Hirschen AG Schindellegi ,Dorfstrasse,"1","8834",Schindellegi,CH,"<html>
<head>
	<title></title>
</head>
<body>Hotel gebruikt de credit card die gekopped is aan de boeking. zonder auth form of payment link. je moet ze wel mailen voor bevestiging hiervan.&nbsp;<br />
&nbsp;</body>
</html>
"
